ip_new,location_new,device_new,time_deviation,password_attempts,failed_attempts_24h,geo_distance,label
0,0,1,0.27,1,0,140.27,0
0,0,0,0.17,1,0,377.45,0
1,1,0,0.41,3,1,1582.82,1
0,0,0,0.43,1,0,45.47,0
0,1,1,0.53,1,1,276.74,0
0,0,0,0.64,1,0,112.7,0
1,0,1,0.87,3,3,1129.42,1
0,0,0,0.69,2,0,253.97,0
0,0,1,0.42,1,0,1.68,0
0,0,0,0.01,1,1,335.33,0
0,0,0,0.09,2,0,126.6,0
0,0,0,0.37,1,0,233.48,0
0,0,0,0.44,2,0,222.01,0
0,0,0,0.66,1,0,111.34,0
0,0,0,0.13,2,1,106.6,0
0,0,1,0.61,1,2,32.37,0
0,0,0,0.02,1,0,68.44,0
0,0,0,0.67,1,2,382.26,0
0,0,0,0.24,3,0,21.08,0
0,1,1,0.46,4,3,1885.8,1
0,0,0,0.55,1,0,458.71,0
1,1,1,0.64,5,3,253.16,1
0,0,0,0.23,1,2,87.92,0
1,1,1,0.77,2,3,1448.33,1
0,0,1,0.13,3,0,295.47,0
0,0,0,0.32,1,1,13.78,0
0,0,1,0.25,1,2,391.96,0
0,0,0,0.65,1,0,401.78,0
1,0,1,0.57,2,2,376.62,0
1,0,0,0.49,1,0,324.54,0
0,0,0,0.66,3,0,234.04,0
0,0,0,0.34,3,0,360.63,0
0,1,0,0.21,1,0,15.4,0
0,0,0,0.14,2,1,248.79,0
0,0,0,0.14,2,0,208.55,0
1,0,0,0.62,2,2,27.28,0
0,0,0,0.57,2,0,23.48,0
1,1,0,0.41,2,3,430.51,1
0,0,0,0.49,1,0,74.39,0
0,0,0,0.27,1,0,395.95,0
0,0,0,0.33,3,0,456.71,0
1,0,0,0.08,1,1,112.41,0
1,0,0,0.06,1,0,479.62,0
0,0,0,0.05,1,0,387.15,0
0,0,1,0.34,1,1,154.41,0
0,1,0,0.6,4,2,1682.56,1
0,1,0,0.74,3,2,1151.79,1
1,1,0,0.41,5,5,923.37,1
1,0,0,0.63,1,0,204.06,0
0,0,0,0.0,2,1,484.73,0
0,0,0,0.12,2,0,167.06,0
0,0,0,0.68,1,2,45.51,0
0,0,0,0.52,2,2,386.71,0
0,1,1,0.69,2,2,108.64,0
0,0,0,0.4,1,0,373.23,0
0,0,0,0.52,1,0,254.3,0
0,0,0,0.69,1,1,85.28,0
0,0,0,0.33,1,0,387.76,0
0,0,0,0.27,1,0,89.54,0
0,1,0,0.8,3,1,1130.16,1
0,0,1,0.01,1,0,411.61,0
1,0,0,0.57,2,0,486.88,0
0,0,0,0.38,1,0,370.55,0
1,0,0,0.49,1,1,148.99,0
0,0,0,0.12,1,0,113.62,0
0,1,0,0.53,3,3,326.89,1
0,0,0,0.23,1,0,428.67,0
0,0,0,0.57,3,0,236.52,0
0,0,0,0.67,1,0,39.86,0
0,1,0,0.91,2,2,1768.69,1
1,0,0,0.15,3,2,327.46,0
1,1,1,0.99,5,3,282.67,1
1,0,1,0.82,3,4,905.02,1
0,0,0,0.32,1,0,126.43,0
0,0,1,0.55,1,0,124.24,0
1,0,0,0.46,3,5,332.22,1
1,1,1,0.83,5,2,699.7,1
0,1,0,0.48,2,0,44.29,0
1,1,0,0.78,4,4,254.01,1
0,0,0,0.64,2,0,154.69,0
0,0,0,0.24,1,0,486.97,0
0,1,1,0.47,3,5,1067.6,1
0,0,0,0.11,1,0,89.68,0
0,0,0,0.67,1,0,232.09,0
0,0,0,0.32,1,0,428.81,0
1,0,0,0.55,1,0,216.88,0
1,0,1,0.76,3,2,1489.86,1
0,0,0,0.15,3,0,326.85,0
1,0,0,0.63,1,0,212.29,0
0,1,1,0.54,2,0,130.14,0
0,0,0,0.24,1,0,193.92,0
0,1,1,0.41,2,0,320.48,0
0,0,0,0.16,1,0,19.07,0
1,0,1,0.49,2,4,1850.46,1
0,0,0,0.03,2,0,348.68,0
0,1,0,0.4,1,1,23.9,0
0,0,0,0.27,1,0,342.18,0
0,0,0,0.25,2,1,452.61,0
0,0,0,0.2,1,0,367.91,0
0,0,0,0.05,1,0,440.85,0
1,1,0,0.59,5,3,758.83,1
0,0,0,0.04,1,0,152.25,0
0,0,0,0.25,1,0,280.17,0
1,1,1,0.42,4,4,177.98,1
0,0,0,0.61,1,0,379.88,0
0,0,0,0.2,1,0,171.95,0
0,0,0,0.01,1,0,53.31,0
0,1,0,0.47,1,0,68.3,0
1,0,0,0.42,1,0,347.95,0
1,0,1,0.3,3,0,435.02,0
0,1,0,0.29,1,0,48.04,0
0,0,0,0.27,1,1,13.14,0
0,0,0,0.61,1,0,193.61,0
0,0,1,0.62,2,1,172.83,0
1,0,0,0.43,1,0,184.51,0
0,0,1,0.17,1,1,224.06,0
0,1,0,0.07,2,0,92.15,0
0,0,0,0.53,1,0,472.86,0
0,1,0,0.71,4,4,1655.54,1
0,0,0,0.3,1,0,38.46,0
0,0,0,0.68,1,0,271.41,0
0,0,0,0.23,1,0,196.48,0
0,0,1,0.64,1,1,140.25,0
0,0,0,0.15,2,1,69.3,0
0,0,0,0.09,1,1,263.51,0
0,0,0,0.53,2,0,400.78,0
0,0,0,0.38,1,0,217.6,0
0,0,0,0.03,1,0,323.96,0
0,0,0,0.6,3,0,106.56,0
0,0,0,0.32,1,0,356.62,0
0,0,0,0.11,1,0,111.04,0
0,1,0,0.82,3,3,1200.56,1
0,0,0,0.21,2,0,371.32,0
0,0,0,0.25,1,1,385.95,0
1,0,0,1.0,3,2,422.78,1
0,0,1,0.49,1,0,309.24,0
0,0,0,0.15,1,2,134.81,0
1,0,0,0.63,2,0,162.4,0
0,0,0,0.04,1,0,324.61,0
0,0,0,0.47,2,0,148.45,0
1,0,0,0.1,1,0,269.53,0
0,0,1,0.36,1,0,398.66,0
0,0,0,0.48,1,1,12.49,0
1,1,0,0.13,1,0,369.71,0
0,0,0,0.06,2,1,279.49,0
1,1,0,0.41,3,1,395.65,1
0,1,0,0.48,5,2,867.09,1
1,0,0,0.46,1,0,165.44,0
0,0,0,0.47,2,0,206.75,0
1,0,0,0.06,1,0,499.24,0
0,1,1,0.72,2,4,1766.4,1
0,0,1,0.49,1,0,424.77,0
1,0,1,0.4,5,5,1449.79,1
0,0,1,0.19,1,0,306.16,0
0,0,0,0.05,2,0,390.98,0
0,1,0,0.27,3,0,289.25,0
0,0,1,0.56,2,0,23.82,0
0,0,0,0.05,1,2,435.6,0
0,0,0,0.12,1,1,197.38,0
0,0,0,0.18,1,1,251.61,0
0,0,0,0.67,1,1,404.74,0
1,1,0,0.43,2,4,1849.39,1
1,1,0,0.63,4,3,1299.89,1
1,0,0,0.48,1,1,243.51,0
0,1,0,0.13,2,2,290.12,0
0,0,0,0.52,1,0,44.07,0
0,0,0,0.67,1,0,207.89,0
0,0,1,0.31,1,1,139.82,0
1,0,1,0.44,4,3,506.5,1
0,0,0,0.7,3,0,356.18,0
0,0,0,0.19,3,0,393.66,0
1,1,1,0.58,2,5,123.24,1
0,0,0,0.57,1,0,249.53,0
0,0,1,0.96,2,4,1325.63,1
0,1,0,0.73,3,2,267.24,1
1,1,0,0.63,3,1,1532.44,1
0,0,1,0.37,1,1,75.16,0
0,1,0,0.11,3,0,92.95,0
1,1,1,0.65,2,3,1521.39,1
0,0,0,0.34,1,0,192.96,0
0,0,1,0.52,1,0,307.32,0
0,0,0,0.23,1,2,145.5,0
0,0,0,0.08,1,0,140.83,0
0,0,0,0.11,1,0,290.97,0
0,1,0,0.1,1,0,32.08,0
0,0,0,0.37,1,0,329.42,0
0,0,1,0.62,1,0,148.43,0
0,0,0,0.68,1,1,258.94,0
1,1,0,0.65,2,3,469.45,1
1,1,1,0.96,3,1,1203.74,1
0,0,0,0.12,1,0,176.22,0
0,0,1,0.59,2,0,433.23,0
0,0,0,0.51,1,0,391.48,0
0,0,0,0.53,2,0,285.98,0
1,0,0,0.14,1,0,145.35,0
1,0,0,0.69,2,5,181.64,1
1,0,1,0.79,2,3,501.83,1
0,0,1,0.34,1,0,126.57,0
1,1,1,0.61,2,1,1258.96,1
0,0,0,0.19,1,0,191.4,0
0,1,0,0.22,1,0,447.23,0
0,0,0,0.53,1,0,210.66,0
1,0,0,0.24,1,1,29.45,0
0,0,1,0.13,1,0,487.67,0
1,1,0,0.18,1,0,453.93,0
1,1,1,0.57,3,3,768.4,1
1,1,0,0.76,3,2,879.6,1
0,0,0,0.51,1,0,49.83,0
0,1,0,0.05,1,1,476.57,0
0,0,0,0.32,1,1,214.2,0
0,0,0,0.18,1,0,57.97,0
0,0,0,0.48,1,0,473.37,0
0,0,0,0.16,2,0,347.07,0
0,1,0,0.08,1,0,108.07,0
0,0,0,0.54,2,0,499.73,0
0,1,0,0.62,2,0,17.2,0
0,0,0,0.51,2,0,93.65,0
0,1,1,0.74,2,1,339.13,1
0,1,0,0.46,1,1,83.28,0
0,0,0,0.17,1,0,244.28,0
0,0,0,0.47,1,1,27.77,0
0,0,1,0.67,2,0,428.29,0
1,1,1,0.76,4,4,1917.29,1
1,0,0,0.18,1,0,465.03,0
0,0,0,0.11,3,0,20.22,0
0,0,1,0.15,1,0,368.36,0
0,0,1,0.21,1,0,314.91,0
0,0,0,0.18,1,1,438.75,0
0,0,0,0.42,1,0,297.91,0
0,0,0,0.44,1,0,312.93,0
0,0,0,0.17,1,1,257.57,0
0,0,0,0.61,2,0,443.15,0
0,0,0,0.2,1,0,160.56,0
0,1,0,1.0,4,4,1494.19,1
0,0,0,0.22,2,0,226.5,0
0,0,0,0.44,1,1,158.79,0
1,1,0,0.74,5,3,685.89,1
0,0,0,0.23,1,0,310.56,0
1,1,1,0.53,3,2,1067.98,1
1,1,0,0.57,2,5,1091.46,1
0,0,0,0.46,3,1,487.31,0
0,0,0,0.24,1,1,480.97,0
0,0,0,0.35,2,0,31.98,0
1,0,1,0.57,1,0,185.16,0
1,0,0,0.16,1,0,274.64,0
1,0,0,0.49,2,1,33.59,0
0,0,0,0.39,2,1,117.61,0
0,0,0,0.58,1,0,455.83,0
0,0,0,0.2,1,2,24.82,0
0,1,0,0.48,1,0,469.77,0
0,0,0,0.08,1,0,303.74,0
0,0,0,0.15,1,0,237.78,0
0,0,0,0.16,1,0,80.61,0
1,0,0,0.94,2,5,1581.03,1
0,0,0,0.57,1,1,177.64,0
0,0,1,0.8,4,1,128.19,1
1,0,1,0.67,3,2,1530.22,1
0,0,1,0.6,1,0,337.06,0
0,0,1,0.35,2,0,469.72,0
0,0,0,0.5,1,0,185.3,0
0,1,0,0.37,1,0,266.31,0
0,0,0,0.25,1,2,320.79,0
0,0,1,0.5,4,5,239.61,1
1,0,1,0.87,3,3,190.59,1
0,1,1,0.66,2,3,469.91,1
1,1,0,0.97,5,1,1090.53,1
1,0,0,0.56,3,1,86.92,0
0,0,0,0.32,2,0,420.9,0
1,0,0,0.31,1,0,161.28,0
0,0,0,0.32,3,0,419.9,0
0,0,0,0.34,2,0,34.8,0
0,0,1,0.51,3,0,437.49,0
0,0,1,0.14,3,0,411.64,0
0,0,0,0.1,2,0,493.44,0
0,0,0,0.3,1,0,66.8,0
1,1,1,0.05,1,0,403.23,0
0,0,0,0.66,1,0,230.52,0
0,0,1,0.69,2,1,120.99,0
0,1,0,0.59,1,0,488.59,0
1,0,0,0.28,1,0,229.65,0
0,0,1,0.11,2,0,376.94,0
0,0,1,0.16,1,0,176.95,0
0,0,1,0.5,1,0,267.06,0
0,1,1,0.49,2,3,1496.75,1
0,0,0,0.17,3,1,418.47,0
0,0,0,0.68,3,0,397.56,0
0,1,1,0.88,3,3,421.11,1
1,0,0,0.66,1,0,201.13,0
0,1,0,0.04,1,0,109.82,0
0,0,1,0.55,2,2,219.54,0
0,1,1,0.41,5,4,893.91,1
1,1,0,0.64,3,1,800.38,1
0,0,0,0.19,1,0,300.85,0
0,0,0,0.48,1,0,281.42,0
0,0,1,0.33,3,2,451.45,0
0,0,0,0.09,1,0,443.76,0
1,0,0,0.52,2,0,395.97,0
0,0,0,0.42,3,0,471.69,0
0,0,0,0.51,1,0,73.65,0
0,0,1,0.23,1,2,405.26,0
0,1,0,0.26,1,1,143.06,0
0,1,0,0.58,1,0,101.16,0
0,0,1,0.32,1,2,439.5,0
0,0,0,0.05,1,0,311.39,0
0,0,0,0.39,3,2,140.88,0
0,0,1,0.22,1,0,217.61,0
1,1,1,0.87,3,5,977.94,1
0,0,0,0.3,1,2,53.79,0
0,0,0,0.5,1,0,72.36,0
0,0,0,0.7,1,1,275.7,0
0,0,0,0.52,1,2,310.48,0
0,0,0,0.05,1,0,435.22,0
0,0,0,0.1,1,1,458.09,0
0,0,0,0.48,1,0,132.57,0
0,0,0,0.3,2,0,434.02,0
0,1,0,0.63,1,0,425.72,0
0,0,0,0.09,1,2,161.18,0
0,0,0,0.42,1,1,289.89,0
0,0,0,0.4,1,0,499.33,0
0,1,1,0.92,5,3,1732.34,1
0,0,0,0.37,1,0,359.74,0
1,0,1,0.58,1,0,204.84,0
0,0,0,0.43,2,1,140.05,0
1,1,0,0.25,1,0,106.21,0
0,0,0,0.44,1,0,193.58,0
1,0,0,0.09,1,0,367.71,0
0,0,0,0.16,1,0,495.84,0
1,0,0,0.45,5,4,350.82,1
0,1,0,0.56,1,0,202.58,0
0,1,1,0.7,1,0,318.11,0
0,0,0,0.11,1,0,13.26,0
0,0,0,0.13,1,0,310.1,0
0,0,1,0.42,3,3,1355.45,1
1,0,0,0.41,2,1,782.83,1
0,1,0,0.31,1,0,7.63,0
0,1,1,0.25,1,2,304.31,0
0,0,0,0.37,1,0,305.93,0
1,0,0,0.07,2,0,42.83,0
0,0,0,0.01,2,0,236.0,0
0,0,0,0.27,1,2,473.39,0
0,0,0,0.47,1,2,44.5,0
0,0,0,0.09,1,0,351.47,0
0,0,0,0.6,1,0,156.27,0
0,0,1,0.14,1,0,402.31,0
0,0,0,0.28,2,0,286.11,0
0,0,0,0.6,1,0,499.28,0
0,0,0,0.27,1,0,58.01,0
0,0,0,0.23,2,0,59.89,0
0,0,1,0.15,2,0,480.09,0
1,0,0,0.48,1,2,186.47,0
1,1,0,0.44,3,3,1044.95,1
0,0,1,0.62,1,2,282.39,0
0,0,0,0.67,1,0,94.79,0
0,0,1,0.7,2,0,247.22,0
0,0,0,0.22,1,0,330.88,0
0,0,0,0.04,2,0,14.52,0
1,1,0,0.48,5,4,974.72,1
0,0,0,0.28,2,2,63.33,0
0,0,0,0.65,1,0,222.65,0
0,0,0,0.46,1,2,147.16,0
1,0,0,0.21,1,1,26.39,0
1,1,0,0.73,2,4,1168.56,1
1,0,0,0.08,1,2,159.71,0
1,1,1,0.85,2,1,1183.03,1
0,1,1,0.75,2,2,604.67,1
0,0,1,0.26,3,0,121.23,0
0,0,0,0.31,1,0,138.04,0
0,0,0,0.48,1,2,258.22,0
0,1,0,0.12,1,0,249.37,0
0,1,0,0.36,1,0,426.23,0
0,0,0,0.38,1,0,33.45,0
0,1,0,0.58,1,1,277.31,0
0,0,0,0.04,1,0,33.02,0
1,1,1,0.91,4,3,992.19,1
0,0,1,0.62,2,0,379.34,0
0,0,0,0.28,1,0,197.19,0
0,0,1,0.62,1,0,456.61,0
1,1,1,0.95,3,1,1158.22,1
1,0,0,0.21,3,1,120.37,0
1,0,0,0.6,3,0,289.09,0
0,0,1,0.06,3,0,219.95,0
0,0,1,0.06,1,1,493.16,0
1,0,1,0.93,4,3,529.34,1
0,0,1,0.5,1,2,298.23,0
0,0,0,0.69,1,2,240.12,0
1,0,0,0.58,5,2,1607.64,1
0,0,0,0.28,1,0,241.52,0
1,1,1,0.91,3,3,1368.75,1
1,1,0,0.44,3,5,518.9,1
0,0,1,0.04,1,0,23.48,0
1,0,1,0.82,2,4,1894.1,1
0,0,0,0.43,3,2,311.44,1
0,0,0,0.41,1,0,325.06,0
0,0,0,0.56,1,1,137.94,0
0,0,0,0.87,4,3,107.08,1
0,1,0,0.69,1,0,99.93,0
0,0,1,0.44,3,0,485.6,0
0,1,1,0.61,4,1,968.17,1
1,0,0,0.06,3,0,147.95,0
0,1,1,0.64,3,1,118.15,1
0,0,1,0.01,1,2,192.21,0
0,0,0,0.58,1,1,269.76,0
0,1,1,0.73,3,2,985.66,1
0,0,0,0.09,2,0,102.75,0
0,0,1,0.2,3,0,74.95,0
0,0,0,0.51,1,2,72.7,0
0,0,0,0.27,2,0,465.66,0
1,1,0,0.61,2,5,1621.42,1
0,0,0,0.08,1,0,282.21,0
0,0,0,0.11,2,0,466.64,0
0,1,1,0.14,1,0,195.77,0
0,0,0,0.03,1,1,339.2,0
0,0,1,0.22,1,0,474.4,0
1,1,1,0.84,4,1,1832.3,1
0,0,0,0.3,2,1,487.83,0
1,1,1,0.53,4,5,1184.65,1
0,0,1,0.36,1,0,226.36,0
0,0,0,0.57,3,0,237.51,0
1,0,0,0.17,1,0,263.39,0
0,0,1,0.61,1,0,221.66,0
0,1,0,0.29,2,1,166.1,0
0,0,1,0.7,3,1,71.61,0
1,0,1,0.63,1,1,224.16,0
0,0,0,0.76,3,4,1958.21,1
0,0,1,0.34,2,0,463.35,0
0,0,0,0.06,1,0,249.28,0
0,0,0,0.13,1,0,413.86,0
1,0,1,0.68,3,1,923.77,1
0,0,0,0.05,3,2,302.98,0
0,0,1,0.36,1,0,392.47,0
0,1,1,0.57,4,3,1975.77,1
0,1,0,0.66,1,0,277.37,0
0,0,1,0.41,1,0,340.13,0
0,1,1,0.58,4,2,1194.84,1
0,0,0,0.23,1,0,366.87,0
0,1,1,0.68,5,3,1555.56,1
1,0,0,0.4,1,0,126.32,0
1,0,0,0.55,2,0,467.57,0
0,0,0,0.11,1,1,38.02,0
0,1,1,0.16,1,0,351.02,0
0,0,0,0.37,1,1,51.38,0
1,0,0,0.62,3,0,60.5,0
0,0,0,0.22,3,0,199.13,0
0,0,0,0.18,1,1,77.13,0
0,1,1,0.87,4,4,647.09,1
0,0,0,0.32,2,0,418.32,0
1,0,1,0.61,4,2,1888.27,1
0,0,0,0.51,1,0,269.12,0
1,1,1,0.29,2,0,248.77,0
0,1,0,0.67,1,1,316.44,0
0,0,1,0.37,1,0,411.73,0
0,0,0,0.18,1,0,398.12,0
0,0,0,0.27,1,1,437.07,0
0,0,1,0.56,2,4,405.7,1
1,0,0,0.16,1,0,237.56,0
1,1,0,0.82,3,1,1505.12,1
1,0,0,0.62,1,1,111.84,0
0,0,0,0.18,1,0,171.22,0
0,1,1,0.25,2,2,130.46,0
1,0,1,0.72,2,3,174.83,1
0,1,0,0.41,1,1,475.88,0
0,0,0,0.11,3,0,358.85,0
0,0,0,0.14,1,0,387.13,0
0,0,0,0.47,1,0,373.13,0
0,0,0,0.25,1,0,415.1,0
0,0,0,0.15,1,0,78.91,0
0,0,0,0.16,1,0,325.09,0
1,0,1,0.69,1,2,194.74,0
1,0,0,0.63,3,4,163.56,1
0,0,1,0.86,3,2,628.1,1
0,0,0,0.67,1,1,162.75,0
1,1,1,0.55,3,3,1782.97,1
1,0,0,0.52,1,0,486.23,0
0,0,0,0.17,1,1,218.13,0
0,1,1,0.34,1,0,363.32,0
1,1,1,0.63,5,3,933.32,1
0,0,0,0.7,1,0,465.34,0
0,0,0,0.3,1,0,256.69,0
0,0,1,0.64,1,0,498.26,0
0,0,0,0.31,1,0,468.63,0
0,0,0,0.62,1,0,290.29,0
0,0,0,0.49,1,0,0.62,0
0,0,0,0.2,1,0,240.56,0
0,0,0,0.19,1,0,311.81,0
0,0,0,0.45,2,0,468.11,0
1,1,0,0.77,3,2,1796.93,1
0,0,0,0.37,3,0,338.48,0
0,0,0,0.26,1,0,102.77,0
0,0,0,0.21,2,0,399.19,0
1,1,0,0.2,2,0,382.79,0
0,0,0,0.48,1,0,65.95,0
0,0,0,0.53,2,1,465.01,0
0,0,0,0.59,1,0,340.72,0
0,0,0,0.3,1,2,152.86,0
0,0,0,0.42,1,0,70.31,0
0,1,0,0.16,1,0,179.08,0
0,0,1,0.33,1,0,209.48,0
1,1,1,0.87,3,5,1372.49,1
1,1,1,0.92,2,4,1260.59,1
0,0,1,0.45,1,0,143.63,0
0,0,0,0.65,1,0,349.57,0
0,0,1,0.26,1,0,243.09,0
0,1,0,0.58,1,1,248.35,0
0,0,0,0.18,1,0,471.82,0
0,0,0,0.47,1,1,39.62,0
1,1,0,0.61,2,0,33.64,0
0,0,0,0.25,1,2,312.4,0
1,1,1,0.55,2,4,878.75,1
0,0,0,0.04,1,0,5.98,0
0,0,0,0.33,1,2,100.26,0
1,0,0,0.25,2,0,477.3,0
0,0,0,0.52,1,0,293.62,0
0,1,0,0.37,2,0,241.0,0
1,0,1,0.53,1,0,50.92,0
0,1,0,0.1,1,0,240.09,0
1,1,1,0.73,2,1,1681.77,1
1,0,0,0.32,1,0,310.11,0
1,1,0,0.85,4,3,718.34,1
1,0,1,0.57,5,3,974.43,1
0,0,1,0.24,1,0,79.41,0
0,0,1,0.65,1,0,103.92,0
1,0,0,0.06,2,0,235.18,0
0,1,1,0.52,1,0,481.68,0
0,0,0,0.64,1,0,325.84,0
1,0,1,0.47,2,0,7.16,0
1,1,0,0.96,4,2,1935.29,1
0,0,0,0.33,1,0,459.95,0
1,1,1,0.8,3,5,884.97,1
0,1,1,0.88,4,5,766.6,1
1,1,1,0.19,3,1,77.11,0
1,0,1,0.15,1,1,196.88,0
1,0,1,0.9,5,2,804.23,1
1,0,1,0.53,4,3,400.51,1
0,0,0,0.03,1,0,151.67,0
1,0,0,0.49,1,0,48.31,0
1,0,0,0.44,1,0,64.44,0
0,0,1,0.45,1,0,111.16,0
0,0,0,0.57,1,0,473.1,0
0,0,0,0.53,1,2,172.36,0
0,1,1,0.89,2,3,112.46,1
0,0,0,0.64,1,1,499.68,0
0,1,0,0.46,2,1,472.87,0
1,0,1,0.48,5,5,1938.54,1
0,0,0,0.08,1,0,299.83,0
1,1,1,0.74,5,5,199.43,1
0,0,0,0.58,2,0,328.68,0
0,0,0,0.42,3,0,454.41,0
0,1,0,0.3,2,1,93.05,0
1,0,1,0.83,5,4,1533.63,1
1,0,0,0.23,2,0,190.89,0
0,0,0,0.36,1,0,497.87,0
0,0,0,0.64,1,0,271.88,0
0,0,0,0.14,1,0,209.22,0
0,0,0,0.51,1,1,11.52,0
0,0,1,0.06,1,0,169.9,0
1,1,1,0.57,3,2,1827.94,1
0,0,0,0.06,2,0,35.63,0
0,0,0,0.39,1,1,242.22,0
1,0,0,0.92,3,3,1870.49,1
0,0,0,0.53,1,0,104.85,0
0,0,0,0.18,1,0,308.2,0
0,0,0,0.17,2,0,490.69,0
0,0,0,0.25,2,0,392.97,0
1,1,0,0.52,3,0,207.01,0
0,1,0,0.46,1,0,444.35,0
0,0,0,0.26,1,0,415.07,0
1,0,0,0.63,1,0,354.45,0
1,0,1,0.67,3,1,447.42,0
0,0,0,0.38,1,0,261.8,0
0,0,0,0.02,1,1,8.69,0
0,0,1,0.65,1,0,402.17,0
1,1,1,0.79,3,1,1502.54,1
0,0,0,0.54,2,0,338.59,0
0,0,0,0.18,3,0,403.0,0
1,1,1,0.96,3,2,1942.97,1
1,0,1,0.21,1,1,89.22,0
0,1,1,0.63,2,0,113.72,0
0,0,0,0.53,3,1,230.1,0
0,0,0,0.0,1,0,404.82,0
0,0,0,0.06,1,0,255.55,0
1,1,1,0.78,2,3,106.11,1
0,1,1,0.51,4,1,110.4,1
0,0,0,0.49,2,0,313.25,0
0,0,1,0.18,3,0,396.77,0
0,0,0,0.07,3,0,170.44,0
1,1,0,0.72,3,3,1506.56,1
0,0,0,0.58,1,0,473.67,0
1,1,0,0.91,3,4,1989.32,1
0,1,0,0.63,1,1,251.01,0
0,0,1,0.69,1,2,321.37,0
0,0,0,0.14,1,0,402.75,0
0,0,1,0.39,1,1,252.92,0
0,0,0,0.19,1,0,98.34,0
0,0,0,0.44,2,0,269.75,0
0,0,0,0.43,2,0,177.82,0
0,0,0,0.17,1,0,294.0,0
0,0,1,0.59,1,0,267.93,0
0,0,0,0.67,1,1,442.1,0
0,0,1,0.2,1,2,189.1,0
0,0,0,0.11,2,0,261.05,0
1,1,0,0.94,3,1,1730.25,1
1,1,0,0.88,2,5,734.72,1
0,0,1,0.41,1,0,463.95,0
0,0,0,0.56,4,1,1091.51,1
0,0,0,0.13,1,1,330.07,0
1,1,1,0.53,2,5,1127.15,1
0,0,0,0.3,1,0,299.11,0
1,0,0,0.6,3,0,265.65,0
0,1,1,0.6,1,0,44.22,0
0,0,1,0.31,1,0,338.54,0
1,1,1,0.55,4,2,795.56,1
0,0,0,0.21,1,0,495.94,0
0,0,0,0.21,2,1,340.5,0
0,0,0,0.15,3,0,240.55,0
0,0,1,0.55,2,0,132.44,0
1,0,0,0.76,3,2,304.38,1
0,0,0,0.42,1,1,361.5,0
0,0,0,0.79,3,5,924.95,1
1,0,0,0.46,1,0,109.01,0
0,0,1,0.1,1,0,194.8,0
1,0,1,0.73,4,1,942.85,1
0,0,1,0.55,2,0,151.56,0
0,0,0,0.46,3,0,449.92,0
0,0,0,0.68,1,0,203.05,0
0,0,1,0.3,1,0,168.68,0
0,1,0,0.13,2,0,249.1,0
0,0,0,0.27,1,0,475.27,0
0,1,0,0.33,1,0,200.73,0
0,0,0,0.14,1,0,290.99,0
0,0,0,0.43,1,0,130.68,0
0,0,1,0.57,1,0,73.63,0
0,0,0,0.13,1,0,182.42,0
0,0,1,0.42,1,0,441.43,0
0,0,0,0.32,2,0,370.71,0
0,1,0,0.24,1,0,34.24,0
0,0,0,0.13,2,0,457.66,0
0,0,0,0.33,2,0,428.83,0
0,0,0,0.21,1,0,290.05,0
0,0,0,0.63,1,0,300.3,0
0,0,1,0.29,1,0,9.55,0
0,0,1,0.14,1,0,86.38,0
0,0,0,0.55,2,0,347.14,0
0,0,1,0.66,1,0,199.31,0
0,0,0,0.31,2,0,55.73,0
0,0,1,0.17,1,0,298.33,0
1,0,1,0.22,1,1,1.25,0
0,0,0,0.08,1,0,39.82,0
0,0,1,0.14,1,1,307.99,0
0,0,1,0.38,2,0,321.79,0
0,0,0,0.38,2,2,73.82,0
0,0,0,0.69,1,0,235.51,0
0,1,1,0.18,1,0,485.49,0
0,0,0,0.58,1,0,214.38,0
1,1,1,0.75,4,3,955.28,1
0,0,0,0.02,1,0,91.46,0
0,0,0,0.66,1,1,402.55,0
1,0,0,0.52,3,1,420.98,0
0,0,1,0.53,1,0,174.74,0
0,0,0,0.15,2,0,131.62,0
1,0,0,0.11,3,1,376.69,0
0,0,0,0.33,2,0,434.82,0
0,0,0,0.19,1,1,453.09,0
0,1,0,0.08,2,0,158.84,0
0,0,1,0.12,2,0,202.71,0
0,0,1,0.5,2,0,193.83,0
0,0,0,0.57,2,1,332.93,0
0,0,1,0.48,1,0,484.98,0
0,0,0,0.17,1,2,93.35,0
0,0,0,0.55,3,0,476.21,0
0,0,0,0.55,2,0,227.75,0
0,0,0,0.38,1,0,440.6,0
1,0,1,0.19,1,1,191.7,0
0,1,1,0.07,1,2,478.24,0
0,0,0,0.7,1,1,346.7,0
0,1,1,0.29,1,0,217.47,0
0,0,0,0.35,3,0,109.99,0
0,0,0,0.08,2,1,327.92,0
1,0,0,0.14,2,2,303.94,0
0,0,0,0.4,2,0,482.35,0
1,1,1,0.56,3,1,563.08,1
0,0,0,0.66,3,1,321.53,0
1,1,1,0.87,3,3,566.12,1
1,1,1,0.8,5,2,626.6,1
1,0,1,0.69,4,2,1329.18,1
0,0,0,0.47,1,0,430.96,0
0,0,0,0.41,1,1,478.42,0
0,0,0,0.07,1,1,320.17,0
0,0,0,0.64,1,0,364.44,0
0,0,0,0.4,1,1,254.94,0
0,0,0,0.66,1,0,3.5,0
0,0,0,0.02,1,0,394.39,0
0,1,0,0.04,1,0,123.49,0
0,0,0,0.45,2,5,617.15,1
0,0,0,0.37,2,1,107.5,0
